"speaker","text","neg","neu","pos","compound","firstmatch","starttime","lastmatch","endtime","simple","matched","ratio"
"MADDOW","Senator Sanders",0.0,1.0,0.0,0.0,13253,5115.113,13253,5115.473,"senator sanders","sanders",0.6363636363636364
"MADDOW","I want to give you 30 seconds to follow-up but I'm going to hold to you 30.",0.0,0.929,0.071,0.0387,13254,5115.473,13270,5118.383,"i want to give you 30 seconds to follow-up but i'm going to hold to you 30","i want to give you 30 seconds to follow up but i'm gonna hold you to 30",0.896551724137931
"SANDERS","Look the old ways are no longer relevant. The scientists tell us we have 12 years before there is irreparable damage to this planet. This is a global issue. What the president of the United States should do is not deny the reality of climate change but tell the rest of the world that instead of spending a trillion and a half dollars on weapons of destruction let us get together for the common enemy and that is to transform the world's energy system away from fossil fuel to energy efficiency and sustainable energy. The future of the planet rests on us doing that.",0.142,0.738,0.12,-0.6939,13278,5122.043,13371,5158.943,"look the old ways are no longer relevant the scientists tell us we have 12 years before there is irreparable damage to this planet this is a global issue what the president of the united states should do is not deny the reality of climate change but tell the rest of the world that instead of spending a trillion and a half dollars on weapons of destruction let us get together for the common enemy and that is to transform the world's energy system away from fossil fuel to energy efficiency and sustainable energy the future of the planet rests on us doing that","the scientists tell us we have 12 years before the is irreparable damage to this planet this is a global issue what the president of the united states should do is not deny the reality of climate change but how the rest of the world that instead of spending a trillion and 1/2 dollars on weapons of destruction let us get together for the common enemy and that is to transform the world energy system away from fossil fuel damage efficiency and sustainable energy future off the planet rests on a way pass the",0.9085820895522388
"MADDOW","Thank you Senator.",0.0,0.444,0.556,0.3612,"","","","","thank you senator","",0.0
"TODD","Before we go  hang on",0.0,1.0,0.0,0.0,"","","","","before we go hang on","",0.0
"MADDOW","Before we leave this topic",0.231,0.769,0.0,-0.0516,"","","","","before we leave this topic","",0.0
"SWALWELL","Here's the solution. Pass the torch. Pass the torch to the generation that's going to feel the effects of climate change.",0.0,0.897,0.103,0.3182,13375,5160.463,13385,5164.983,"here's the solution pass the torch pass the torch to the generation that's going to feel the effects of climate change","the generation that's gonna feel the effects of fossil records generation",0.5340314136125655
"SANDERS","No take on the fossil fuels and that's the solution.",0.176,0.64,0.184,0.0258,13398,5173.443,13398,5173.553,"no take on the fossil fuels and that's the solution","on",0.07547169811320754
"MADDOW","Before we leave this topic here's something you all want to weigh in on.",0.083,0.828,0.09,0.0258,13399,5173.553,13405,5175.733,"before we leave this topic here's something you all want to weigh in on","this somebody younger body doesn't mean you",0.38596491228070173
"GILLIBRAND"," to the Republican Party.",0.0,0.526,0.474,0.4019,"","","","","to the republican party","",0.0
"TODD","Just  just",0.0,1.0,0.0,0.0,"","","","","just just","",0.0
"MADDOW","Hold one moment.",0.0,1.0,0.0,0.0,"","","","","hold one moment","",0.0
"TODD","Just trust us on this. We're going to",0.0,0.68,0.32,0.5106,"","","","","just trust us on this we're going to","",0.0
"WILLIAMSON","The fact that somebody has a younger body doesn't mean you don't have old ideas. John Kennedy  John Kennedy",0.0,1.0,0.0,0.0,13406,5175.733,13417,5181.543,"the fact that somebody has a younger body doesn't mean you don't have old ideas john kennedy john kennedy","don't have old ideas kennedy john kennedy really not say john kennedy",0.5287356321839081
"WILLIAMSON"," did not say  John Kennedy did not say  I have a plan to get a man to the moon and so we're going to do it and I think we can all work and maybe we can get a man on the moon. John Kennedy said by the end of this decade we are going to put a man on the moon.",0.0,1.0,0.0,0.0,13418,5181.543,13471,5194.45,"did not say john kennedy did not say i have a plan to get a man to the moon and so we're going to do it and i think we can all work and maybe we can get a man on the moon john kennedy said by the end of this decade we are going to put a man on the moon","did not say i have a plan to get a man to the moon and so we're going to do it and i think could all work together and maybe get a man on the moon john kennedy said by the end of this decade we're going to put a man on the moon",0.8893528183716075
"WILLIAMSON","Because John Kennedy was back in the day when politics included the people and included imagination and included great dreams and included great plans.",0.0,0.658,0.342,0.8979,13472,5194.61,13505,5206.87,"because john kennedy was back in the day when politics included the people and included imagination and included great dreams and included great plans","because john kennedy was back in the day when politics included the people included imagination and including great dreams and included great plans and i have had a career not making the political plans",0.8181818181818182
"MADDOW","Ms. Williamson",0.0,1.0,0.0,0.0,"","","","","ms williamson","",0.0
"TODD","Thank you Ms. Williamson.",0.0,0.545,0.455,0.3612,"","","","","thank you ms williamson","",0.0
"WILLIAMSON","And I have had a career not making the political plans but I have had a career harnessing the inspiration and the motivation and the excitement of people masses of people.",0.0,0.667,0.333,0.9186,13515,5209.96,13524,5214.04,"and i have had a career not making the political plans but i have had a career harnessing the inspiration and the motivation and the excitement of people masses of people","and the motivation and the excitement of people matches people",0.5086206896551724
"TODD","Thank you Ms. Williamson.",0.0,0.545,0.455,0.3612,"","","","","thank you ms williamson","",0.0
"WILLIAMSON","When we know that when we say",0.0,1.0,0.0,0.0,13525,5214.06,13531,5215.83,"when we know that when we say","when we know that when we say",1.0
"TODD","Thank you.",0.0,0.286,0.714,0.3612,13532,5215.83,"","","thank you","",0.0
"WILLIAMSON"," we are going to turn from a dirty economy to a clean economy we're going to have a Green New Deal we're going to create millions of jobs we're going to do this within the next 12 years because I'm not interested in just winning the next election. We are interested in our grandchildren.",0.122,0.742,0.135,0.1984,13533,5216.14,13584,5231.34,"we are going to turn from a dirty economy to a clean economy we're going to have a green new deal we're going to create millions of jobs we're going to do this within the next 12 years because i'm not interested in just winning the next election we are interested in our grandchildren","going to turn from a dirty economy to a clean economy we're gonna have a green new deal we're going to create millions of jobs we're gonna do this within the next 12 years because i'm not interested in just winning the next election our grandchildren we gotta we're gonna sneak in",0.8723404255319149
"TODD","Thank you Ms. Williamson.",0.0,0.545,0.455,0.3612,"","","","","thank you ms williamson","",0.0
"WILLIAMSON","Then it will happen.",0.0,1.0,0.0,0.0,"","","","","then it will happen","",0.0
"TODD","All right. We got to sneak in a break in a minute but before we go I'm going to go down the line here and I'm asking you please for one or two words only. All right please.",0.0,0.852,0.148,0.7096,13592,5232.65,13614,5240.28,"all right we got to sneak in a break in a minute but before we go i'm going to go down the line here and i'm asking you please for one or two words only all right please","we go i'm gonna go down the line here and i'm asking you please for one or two words only all right please",0.7563636363636363
"MADDOW","Really.",0.0,1.0,0.0,0.0,13615,5241.06,13615,5241.58,"really","really",1.0
"TODD","President Obama in his first year wanted to address both health care and climate. And he could only get one signature issue accomplished; it was obviously health care. He didn't get to do climate change. You may only get one shot and your first issue that you're going to push you get one shot that it may be the only thing you get passed what is that first issue for your presidency.",0.0,0.881,0.119,0.8519,13616,5241.59,13686,5269.0,"president obama in his first year wanted to address both health care and climate and he could only get one signature issue accomplished; it was obviously health care he didn't get to do climate change you may only get one shot and your first issue that you're going to push you get one shot that it may be the only thing you get passed what is that first issue for your presidency","president obama in his first year wanted to address both healthcare and clint and he could only get one signature issue accomplished it was obviously health care he didn't get to do climate change you may only get one shot and you're first issue that you're going to put you get one shot that it may be the only thing you get past what is that first issue for your presidency",0.9801324503311258
"TODD","Eric Swalwell you're first.",0.0,1.0,0.0,0.0,13687,5269.01,13690,5270.09,"eric swalwell you're first","eric swallow your first",0.8571428571428571
"SWALWELL","For Parkland for Orlando for every community affected by gun violence ending gun violence.",0.619,0.381,0.0,-0.9274,13691,5270.56,13704,5275.69,"for parkland for orlando for every community affected by gun violence ending gun violence","for parkland for orlando for every community affected by gun violence ending gun violence",1.0
"TODD","Senator Bennet?",0.0,1.0,0.0,0.0,13705,5275.7,13705,5276.08,"senator bennet","senator",0.6666666666666666
"BENNET","Climate change and the lack of economic mobility Bernie talks about.",0.187,0.813,0.0,-0.3182,13707,5280.26,13717,5284.17,"climate change and the lack of economic mobility bernie talks about","climate change in the lack of economic mobility bernie talks about",0.9774436090225563
"TODD","Senator Gillibrand?",0.0,1.0,0.0,0.0,13718,5284.37,13718,5284.77,"senator gillibrand","senator",0.56
"GILLIBRAND","Passing a family bill of rights that includes a national paid leave plan universal pre-K affordable daycare and making sure that women and families can thrive in the workplace no matter who they are.",0.098,0.805,0.098,0.0,13719,5285.5,13752,5296.7,"passing a family bill of rights that includes a national paid leave plan universal pre-k affordable daycare and making sure that women and families can thrive in the workplace no matter who they are","passing a family bill of rights that includes a national paid leave universal pre k affordable daycare and making sure that women and families can thrive in the workplace no matter where they are",0.9720101781170484
"HARRIS","Oh I like that.",0.0,0.444,0.556,0.3612,"","","","","oh i like that","",0.0
"TODD","That was pretty good. Senator Harris?",0.0,0.396,0.604,0.7269,"","","","","that was pretty good senator harris","",0.0
"HARRIS"," so passing a middle-class and working families tax cut",0.231,0.769,0.0,-0.2732,13753,5299.4,13762,5303.07,"so passing a middle-class and working families tax cut","so passing a middle class and working families tax cut",0.9814814814814815
"TODD","That's one.",0.0,1.0,0.0,0.0,"","","","","that's one","",0.0
"HARRIS"," DACA guns and",0.0,1.0,0.0,0.0,13763,5304.66,13763,5305.46,"daca guns and","guns",0.47058823529411764
"TODD","I've given you credit for the first thing you said the tax cuts.",0.139,0.696,0.165,0.1027,13765,5307.56,13772,5309.56,"i've given you credit for the first thing you said the tax cuts","you credit for first thing said the tax",0.7647058823529411
"TODD","Senator Sanders first thing?",0.0,1.0,0.0,0.0,13775,5310.31,13776,5311.44,"senator sanders first thing","senator sanders",0.7142857142857143
"SANDERS","Chuck the premise that there's only one or two issues out there",0.0,1.0,0.0,0.0,13777,5312.37,13786,5315.54,"chuck the premise that there's only one or two issues out there","premise that there's only one or two issues out there",0.9137931034482759
"TODD","I'm not saying there isn't one or two.",0.0,1.0,0.0,0.0,13787,5316.3,13793,5317.67,"i'm not saying there isn't one or two","i'm not saying there's one or two",0.9142857142857143
"SANDERS","This country faces enormous crises.",0.0,1.0,0.0,0.0,13794,5317.68,13795,5318.84,"this country faces enormous crises","enormous crises",0.6122448979591837
"TODD","Senator Sanders",0.0,1.0,0.0,0.0,13796,5318.85,13797,5319.55,"senator sanders","senator sanders",1.0
"SANDERS","We need a political revolution. People have got to stand up and take on the special interests. We can transform this country.",0.0,0.802,0.198,0.5719,13798,5319.56,13817,5326.45,"we need a political revolution people have got to stand up and take on the special interests we can transform this country","a political revolution people have got a stand off and take on the special interests we can transform this country",0.9322033898305084
"TODD","Vice President Biden your first issue Mr. Vice President?",0.0,1.0,0.0,0.0,13819,5326.89,13827,5330.54,"vice president biden your first issue mr vice president","vice president biden your first issue mr vice president",1.0
"BIDEN","I think you're so underestimating what Barack Obama did. He's the first man to bring together the entire world 196 nations to commit to deal with climate change immediately.",0.0,0.925,0.075,0.296,13828,5330.63,13855,5341.84,"i think you're so underestimating what barack obama did he's the first man to bring together the entire world 196 nations to commit to deal with climate change immediately","i think you're so underestimated barack obama did he's the first man to bring together the entire world 196 nations to commit to deal with climate change immediately",0.9702380952380952
"BIDEN","So I don't buy that. But the first thing I would do is make sure that we defeat Donald Trump period.",0.135,0.762,0.103,-0.1779,13856,5341.99,13873,5351.61,"so i don't buy that but the first thing i would do is make sure that we defeat donald trump period","i don't buy that thief first thing i would do is make sure that we defeat donald trump",0.9130434782608695
"TODD","OK Mayor Buttigieg your first priority your first issue as president that you are going to block and tackle.",0.127,0.745,0.128,0.0085,13874,5353.83,13889,5358.79,"ok mayor buttigieg your first priority your first issue as president that you are going to block and tackle","your first priority your first issue is president that you were going to block and tackle",0.8775510204081632
"BUTTIGIEG","We've got to fix our democracy before it's too late. Get that right climate immigration taxes and every other issue gets better.",0.0,0.879,0.121,0.4404,13891,5359.19,13908,5364.74,"we've got to fix our democracy before it's too late get that right climate immigration taxes and every other issue gets better","fix our democracy before it's too late get that right climate immigration taxes and every other issue gets",0.9137931034482759
"TODD","Mr. Yang?",0.0,1.0,0.0,0.0,13909,5365.37,13909,5365.79,"mr yang","mr",0.4444444444444444
"YANG","I would pass a $1000 freedom dividend for every American adult starting at age 18 which would speed us up on climate change because if you get the boot off of people's throats they'll focus on climate change much more clearly.",0.0,0.837,0.163,0.8016,13912,5366.86,13950,5376.6,"i would pass a $1000 freedom dividend for every american adult starting at age 18 which would speed us up on climate change because if you get the boot off of people's throats they'll focus on climate change much more clearly","i would pass a $1000 freedom dividend for every american adult starting at age 18 which would speed us up on climate change because if you get the boot off of people's throats focus on climate change much more",0.9631336405529954
"TODD","OK. Governor Hickenlooper?",0.0,0.405,0.595,0.4466,13952,5376.83,13953,5377.58,"ok governor hickenlooper","governor hickenlooper",0.9333333333333333
"HICKENLOOPER","I would do a collaborative approach to climate change and I would pronounce it well before the election to make sure we don't reelect the worst president in American history.",0.0,0.757,0.243,0.7713,13954,5377.59,13984,5387.67,"i would do a collaborative approach to climate change and i would pronounce it well before the election to make sure we don't reelect the worst president in american history","i would do a collaborative approach to climate change and i would pronounce it well before the election to make sure we don't re elect the worst president in american history",0.9971181556195965
"TODD","And Ms. Williamson the last word.",0.0,1.0,0.0,0.0,13985,5387.73,13985,5387.9,"and ms williamson the last word","and",0.17647058823529413
"WILLIAMSON","My first call is to the prime minister of New Zealand who said that her goal is to make New Zealand the place where it's the best place in the world for a child to grow up and I would tell her girlfriend you are so wrong because the United States of America is going to be the best place in the world for a child to grow up.",0.052,0.803,0.145,0.8025,13988,5389.34,14048,5404.49,"my first call is to the prime minister of new zealand who said that her goal is to make new zealand the place where it's the best place in the world for a child to grow up and i would tell her girlfriend you are so wrong because the united states of america is going to be the best place in the world for a child to grow up","to prime minister of new zealand who said that her whole to make new zealand the place where it's the best place in the world for a child to grow up and i will tell a girlfriend so long because the united states of america is going to be the best place in the world for a child to grow up",0.9198036006546645
"TODD","Thank you.",0.0,0.286,0.714,0.3612,14051,5405.25,14051,5405.88,"thank you","you",0.5
"WILLIAMSON","We are going to have",0.0,1.0,0.0,0.0,"","","","","we are going to have","",0.0
"TODD","You guys were close with the short  at least it was shorter responses.",0.0,1.0,0.0,0.0,14052,5405.88,14062,5408.89,"you guys were close with the short at least it was shorter responses","guys were close with the short at least it was shorter",0.8852459016393442
"MADDOW","No they weren't. Not at all.",0.306,0.694,0.0,-0.296,14063,5408.9,14067,5410.3,"no they weren't not at all","no response not at all",0.7083333333333334
"TODD","All right. C-minus.",0.0,1.0,0.0,0.0,14068,5410.36,14069,5410.87,"all right c-minus","all right",0.6923076923076923
"MADDOW","We're going to take a quick break. We'll be right back with these candidates right after this.",0.0,1.0,0.0,0.0,14072,5412.84,14084,5415.34,"we're going to take a quick break we'll be right back with these candidates right after this","we're gonna take a quick break we'll be right back with these candidates",0.8536585365853658
"MADDOW","Welcome back to the Democratic candidates' debate in Miami. We're going to continue the questioning now with Lester in the audience. We are? We are  a second are going to have a question from Lester in the audience. But that was just a fake-out.",0.032,0.899,0.069,0.3818,14091,5677.124,14149,5700.794,"welcome back to the democratic candidates' debate in miami we're going to continue the questioning now with lester in the audience we are we are a second are going to have a question from lester in the audience but that was just a fake-out","the questioning now with lester in the audience we are we are a second are going to have a question from lester the audience but that was just a fake out we're gonna go to the issue of guns and congressman swalwell among this field of candidates you have a unique position on gun reform you're proposing that the",0.5517241379310345
"TODD","Let's go to  we're going to go to the issue of guns. And",0.0,1.0,0.0,0.0,14159,5704.374,14159,5704.524,"let's go to we're going to go to the issue of guns and","and",0.10526315789473684
"MADDOW","Congressman Swalwell among this field of candidates you have a unique position on gun reform. You're proposing that the government should buy back every assault weapon in America and it should be mandatory. How do you envision that working especially in states where gun rights are a strong flash point?",0.188,0.732,0.08,-0.7351,14166,5706.434,14178,5709.574,"congressman swalwell among this field of candidates you have a unique position on gun reform you're proposing that the government should buy back every assault weapon in america and it should be mandatory how do you envision that working especially in states where gun rights are a strong flash point","you envision that working especially in states where gun rights are a strong",0.40425531914893614
"SWALWELL","Keep your pistols keep your rifles keep your shotguns but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes because of the moms because of the Brady Group because of Giffords because of March for our Lives.",0.234,0.766,0.0,-0.9376,14180,5710.864,14226,5724.324,"keep your pistols keep your rifles keep your shotguns but we can take the most dangerous weapons from the most dangerous people we have the nra on the ropes because of the moms because of the brady group because of giffords because of march for our lives","keep your pistols keep your rifles keep the shotguns but we can take the most dangerous weapons from the most dangerous people we have the menorah on the ropes because of the moms because of the brady group because of giffords because of march for our lives",0.9784735812133072
"SWALWELL","But I'm the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I have seen the plans of the other candidates here. They would all leave 15 million assault weapons in our communities. They wouldn't do a single thing to save a single life in Parkland.",0.27,0.68,0.049,-0.9231,14227,5725.054,14280,5740.924,"but i'm the only candidate on this stage calling for a ban and buyback of every single assault weapon in america i have seen the plans of the other candidates here they would all leave 15 million assault weapons in our communities they wouldn't do a single thing to save a single life in parkland","but i'm the only candidate on this stage calling for a ban and buy back of every single assault weapon in america i've seen the plans of the other candidates here they were all the 15,000,000 assault weapons in our communities they wouldn't do a single thing to save a single life and parkland",0.9371816638370118
"SWALWELL","I will approach this issue as a prosecutor. I'll approach it as the only person on this stage who has voted and passed background checks. But also as a parent of a generation who sends our children to school where we look at what they're wearing so we can remember it in case we have to identify them later. A generation who has seen thousands of black children killed in our streets. And a generation who goes to the theater and we actually look where the fire exits are. We don't have to live this way. We must must be a country who loves our children more than we love our guns.",0.059,0.87,0.07,0.3102,14282,5741.824,14388,5776.494,"i will approach this issue as a prosecutor i'll approach it as the only person on this stage who has voted and passed background checks but also as a parent of a generation who sends our children to school where we look at what they're wearing so we can remember it in case we have to identify them later a generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually look where the fire exits are we don't have to live this way we must must be a country who loves our children more than we love our guns","approach this issue is a prosecutor i'll approach it is the only person on this stage was voted in past background checks but also is apparent of a generation who sends our children to school where we look at what they're wearing so we can remember it in case we have to identify them later a generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually look where the fire exits are we don't have to live this way we must be a country who loves our children more than we love our guns",0.9725420726306466
"MADDOW","Senator Sanders a Vermont newspaper recently released portions of an interview you gave in 2013 in which you said: ""My own view on guns is everything being equal states should make those decisions.""",0.0,1.0,0.0,0.0,14389,5776.814,14423,5792.414,"senator sanders a vermont newspaper recently released portions of an interview you gave in 2013 in which you said: my own view on guns is everything being equal states should make those decisions","senator sanders sanders of vermont newspaper recently released portions of an interview you gave in 2013 in which you said quote my own view on guns is everything being equal state should make those decisions",0.9578163771712159
"SANDERS","No.",1.0,0.0,0.0,-0.296,"","","","","no","",0.0
"MADDOW","Has your thinking changed since then? Do you now think there is a federal role to play?",0.0,0.845,0.155,0.4137,14425,5793.294,14438,5796.624,"has your thinking changed since then do you now think there is a federal role to play","your thinking changed since then do you know i think there's a federal role",0.8875
"SANDERS","No that's a mischaracterization of my thinking.",0.306,0.694,0.0,-0.296,14445,5800.074,14445,5800.324,"no that's a mischaracterization of my thinking","a",0.0425531914893617
"MADDOW","It's a quote of you.",0.0,1.0,0.0,0.0,14449,5802.174,14449,5802.424,"it's a quote of you","a",0.1
"SANDERS","Look we have a gun",0.444,0.556,0.0,-0.34,14456,5805.924,14456,5806.034,"look we have a gun","a",0.10526315789473684
"SANDERS","We have a gun crisis right now 40000 people a year are getting killed. In 1988 Rachel when it wasn't popular I ran on a platform of banning assault weapons and in fact lost that race for Congress. I have a D-minus voting record from the NRA. And I believe that what we need is comprehensive gun legislation that among other things provides universal background we end the gun show loophole we end the strawman provision and I believed in 1988 and I believe today.",0.285,0.694,0.021,-0.9754,14471,5812.754,14534,5840.734,"we have a gun crisis right now 40000 people a year are getting killed in 1988 rachel when it wasn't popular i ran on a platform of banning assault weapons and in fact lost that race for congress i have a d-minus voting record from the nra and i believe that what we need is comprehensive gun legislation that among other things provides universal background we end the gun show loophole we end the strawman provision and i believed in 1988 and i believe today","a platform of banning assault weapons and in fact more step race for congress i have a d minus voting record from the n r a and i believe that what we need is comprehensive gun gun legislation that among other things provides universal background we end the gun show loophole we end the provisions and i believed in 1988 and i believe today",0.8160200250312891
"SANDERS","Assault weapons are weapons from the military and that they should not be on the streets of America.",0.39,0.61,0.0,-0.8625,14538,5842.904,14556,5851.544,"assault weapons are weapons from the military and that they should not be on the streets of america","weapons weapons are weapons you leave from the military and that they should not be on streets off america",0.8780487804878049
"SWALWELL","Your plan leaves them on the streets. You leave 15 million on the streets.",0.085,0.915,0.0,-0.0516,14560,5852.044,14572,5854.864,"your plan leaves them on the streets you leave 15 million on the streets","your plan leaves them on the streets you leave 15,000,000 we banned the",0.7832167832167832
"SANDERS","We ban the sale  we ban the sale and distribution",0.474,0.526,0.0,-0.802,14574,5855.504,14580,5857.604,"we ban the sale we ban the sale and distribution","we banned the sale you pollution and",0.5476190476190477
"SWALWELL","Will you buy them back?",0.0,1.0,0.0,0.0,14590,5859.974,14590,5860.384,"will you buy them back","back",0.3076923076923077
"SANDERS"," and that's what I've believed for many years.",0.0,1.0,0.0,0.0,"","","","","and that's what i've believed for many years","",0.0
"SWALWELL","Will you buy them back?",0.0,1.0,0.0,0.0,"","","","","will you buy them back","",0.0
"SANDERS","If people want to buy  if the government wants to do that and people want to bring them back yes.",0.0,0.762,0.238,0.5106,14591,5860.434,14609,5865.164,"if people want to buy if the government wants to do that and people want to bring them back yes","people wanted by the government wants to do that people you're gonna be the government you buy them back",0.7135678391959799
"SWALWELL","You are going to be the government will you buy them back?",0.0,1.0,0.0,0.0,14615,5866.384,14619,5867.344,"you are going to be the government will you buy them back","you 30 seconds thank you",0.37037037037037035
"SANDERS","Yes.",0.0,0.0,1.0,0.4019,"","","","","yes","",0.0
"MADDOW","Senator Harris we're going to give you 30 seconds.",0.0,1.0,0.0,0.0,"","","","","senator harris we're going to give you 30 seconds","",0.0
"HARRIS","Thank you. I think your idea is a great one Congressman Swalwell. And I'll say that there are a lot of great ideas. The problem is Congress has not had the courage to act which is why when elected president of the United States I will give the United States Congress 100 days to pull their act together bring all these good ideas together and put a bill on my desk for signature. And if they do not I will take executive action and I will put in place",0.054,0.751,0.195,0.9309,14620,5867.344,14707,5889.634,"thank you i think your idea is a great one congressman swalwell and i'll say that there are a lot of great ideas the problem is congress has not had the courage to act which is why when elected president of the united states i will give the united states congress 100 days to pull their act together bring all these good ideas together and put a bill on my desk for signature and if they do not i will take executive action and i will put in place","i think your idea is a great one congressman swalwell and i will say that there are a lot of great ideas the problem is congress has not had the courage to act which is why elected president of the united states i will give the united states congress 100 days to pull their act together bring all these good ideas together and put a bill on my desk for a signature and if they do not i will take executive action and i will put in place",0.9762174405436014
"HARRIS","the most comprehensive background check policy we've had. I will require the ATF to take the licenses of gun dealers who violate the law. And I will ban by executive order the importation of assault weapons. Because I'm going to tell you as a prosecutor I have seen more autopsy photographs than I care to tell you. I have hugged more mothers who are the mothers of homicide victims. And I have attended more police officer funerals.",0.236,0.672,0.092,-0.9165,14709,5891.154,14784,5915.444,"the most comprehensive background check policy we've had i will require the atf to take the licenses of gun dealers who violate the law and i will ban by executive order the importation of assault weapons because i'm going to tell you as a prosecutor i have seen more autopsy photographs than i care to tell you i have hugged more mothers who are the mothers of homicide victims and i have attended more police officer funerals","most comprehensive back ground check policy we've had i will require the a f to take the licenses of gun dealers who violate the law and i will ban by executive order the importation of assault weapons cause i'ma tell you as a prosecutor i have seen more autopsy photographs than i care to tell you i have hugged more mothers who are the mothers of homicide victims and i have attended more police officer funerals",0.9774078478002378
"HARRIS","It is enough. It is enough. There have been plenty of good ideas from members of the United States Congress. There has been no action. As president I will take action.",0.063,0.774,0.163,0.5423,14785,5915.824,14813,5923.836,"it is enough it is enough there have been plenty of good ideas from members of the united states congress there has been no action as president i will take action","it is enough it is enough there've been plenty of good ideas from members of the united states congress there's been no action as president i will take action",0.975
"MADDOW","Mayor Buttigieg I want to bring you in on this Sir. A lot of discussions about assault rifles that are often shorthanded as military-style weapons. You are the only person on this stage tonight with military experience as a veteran of the Afghanistan War.",0.217,0.757,0.027,-0.8834,14817,5924.576,14852,5937.706,"mayor buttigieg i want to bring you in on this sir a lot of discussions about assault rifles that are often shorthanded as military-style weapons you are the only person on this stage tonight with military experience as a veteran of the afghanistan war","i want to bring you a lot of discussion about rifles that are often shorthanded as military style weapons you're the only person on this stage tonight with military experience is veteran of the afghanistan war",0.8937093275488069
"MADDOW","Will military families  does that inform your thinking on this view? Do you believe that military families or America's veterans will at large have a different take on this than the other Americans who we have been talking about and who Congressman Swalwell is appealing to with his buyback program?",0.0,1.0,0.0,0.0,14854,5941.056,14897,5955.036,"will military families does that inform your thinking on this view do you believe that military families or america's veterans will at large have a different take on this than the other americans who we have been talking about and who congressman swalwell is appealing to with his buyback program","that inform your thinking on this view do you believe that military families are america's veterans will at large have a different take on this than the other americans who we've been talking about who congressman swalwell is appealing to with his buyback program",0.9302325581395349
"BUTTIGIEG","Yes of course because we trained on some of these kinds of weapons. Look every part of my life experience informs this being the mayor of a city where the worst part of the job is dealing with violence. We lose as many as were lost at Parkland every two or three years in my city alone.",0.259,0.702,0.039,-0.9371,14898,5955.086,14953,5973.056,"yes of course because we trained on some of these kinds of weapons look every part of my life experience informs this being the mayor of a city where the worst part of the job is dealing with violence we lose as many as were lost at parkland every two or three years in my city alone","of course because we trained on some of these kinds of weapons look every part of my life experience informs this being the mayor of a city where the worst part of the job is dealing with violence we lose as many as were lost at parkland every two or three years in my city alone",0.9928825622775801
"BUTTIGIEG","And this is tearing communities apart. If more guns made us safer we would be the safest country on earth. It doesn't work that way.",0.0,0.807,0.193,0.6705,14954,5973.676,14976,5982.006,"and this is tearing communities apart if more guns made us safer we would be the safest country on earth it doesn't work that way","and this is tearing communities apart if more guns made safer would be the safest country on earth that doesn't work that way",0.9606299212598425
"BUTTIGIEG","And common-sense measures like universal background checks can't seem to get delivered by Washington even when most Republicans let alone most Americans agree it's the right thing to do. And as somebody who trained on weapons of war I can tell you that there are weapons that have absolutely no place in American cities or neighborhoods in peacetime ever.",0.198,0.686,0.116,-0.7165,14980,5985.286,15036,6004.406,"and common-sense measures like universal background checks can't seem to get delivered by washington even when most republicans let alone most americans agree it's the right thing to do and as somebody who trained on weapons of war i can tell you that there are weapons that have absolutely no place in american cities or neighborhoods in peacetime ever","measures like universal background checks can't seem to get delivered by washington even when most republicans let alone most americans agree it's the right thing to do and it's somebody who trained on weapons of war i can tell you that there are weapons that have absolutely no place in american cities or neighborhoods in peacetime ever",0.9696092619392185
"MADDOW","Vice President Biden 30 seconds.",0.0,1.0,0.0,0.0,15038,6008.726,15039,6009.506,"vice president biden 30 seconds","30 seconds",0.4878048780487805
"BIDEN","A real 30 seconds?",0.0,1.0,0.0,0.0,15040,6009.686,15040,6009.956,"a real 30 seconds","30",0.21052631578947367
"MADDOW","A real 30 seconds.",0.0,1.0,0.0,0.0,"","","","","a real 30 seconds","",0.0
"BIDEN","OK. I'm the only person that has beaten the NRA nationally. I'm the guy that got the Brady Bill passed the background checks number one.",0.096,0.758,0.146,0.1111,15041,6010.786,15063,6016.746,"ok i'm the only person that has beaten the nra nationally i'm the guy that got the brady bill passed the background checks number one","i'm the only person that beat the injury nationally i'm the guy that got the brady bill passed the background checks number one",0.9461538461538461
"BIDEN","Number two we increased that background check when  during the Obama-Biden administration. I'm also the only guy that got assault weapons banned banned and the number of clips in a gun banned.",0.404,0.491,0.105,-0.9371,15064,6017.026,15094,6028.966,"number two we increased that background check when during the obama-biden administration i'm also the only guy that got assault weapons banned banned and the number of clips in a gun banned","number two way increase that background check during the obama biden administration i'm also the only guy that got assault weapons ban band and the number of clips in a gun",0.9362880886426593
"BIDEN","And so folks look and I would buy back those weapons. We already started talking about that. We tried to get it done. I think it can be done. And it should be demanded that we do it. And that's a good expenditure of money.",0.103,0.835,0.062,-0.2263,15096,6029.896,15138,6041.468,"and so folks look and i would buy back those weapons we already started talking about that we tried to get it done i think it can be done and it should be demanded that we do it and that's a good expenditure of money","and so folks look and i would buy back those weapons we already started talking about that we try to get it done i think it can be done it should be demanded that we do it and that's a good expenditure money",0.9739952718676123
